,name,desc,score,c_score,price,category,accessibility,schedule,web,search_parameters,phone,address,lat,lon
234,Teatro Talita Cumi,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas",4.6,53.0,,Centro de formación,Accesible con silla de ruedas,,https://www.google.com/search?q=Talita+Cumi&stick=H4sIAAAAAAAA_-NgU1I1qLBINTExskgyTrNMTkoFklYGFYaGxqmmRhZpZklJholpaSmLWLlDEnMySxIVnEtzMwG4K2tNNwAAAA&hl=es-419&mat=CTD5Ow_zg4ljElcB8pgkaBauydKhmnOqp-16JI7BY_GG1W1HjcCkh9CIzlFEF_BLbPRxp7cHSJo4NKx27VdndtZPrLEzXtM5ZAuAvpr3gLJnPjg1gukr5Cc4UjlkcPz4QoI&authuser=0#mpd=editprofile/info,Comuna Santa Cruz Teatros,300 2579723 ,"Cr 32 #93b 10, El Compromiso, Medellín, Manrique, Medellín, Antioquia",6.2848899,-75.5440899
235,TEATRO EL TRUEQUE,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños",4.7,402.0,,Teatro,Accesible con silla de ruedas,,https://teatroeltrueque.wixsite.com/teatro-el-trueque,Comuna Santa Cruz Teatros,45574803 ,"Cra. 42A #48-53, Centro, Medellín, La Candelaria, Medellín, Antioquia",6.2456392,-75.5631005
236,Los Hijos de Clowndia,"Información  Menores

Ideal para ir con niños",,,,Teatro,,,,Comuna Santa Cruz Teatros,319 5368161 ,"San Vicente, Medellín, Santa Cruz, Medellín, Antioquia",6.302279,-75.5538712
237,Teatro Metropolitano José Gutiérrez Gómez,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Aspectos destacados

Presentaciones en vivo
    Servicios

Restaurante
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños",4.8,6615.0,,Teatro,Accesible con silla de ruedas,,http://www.teatrometropolitano.com/,Comuna Santa Cruz Teatros,42324597 ,"Cl. 41 # 57 - 30, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2430224,-75.5774573
238,Casa del Teatro y Biblioteca Gilberto Martínez,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños",4.8,50.0,,Teatro,Accesible con silla de ruedas,,https://casadelteatro.org.co/,Comuna Santa Cruz Teatros,319 7297209 ,"Cl. 59 #50A-25, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2573382,-75.5648439
239,Teatro La Fanfarria,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Servicios

Restaurante
    Menores

Ideal para ir con niños",4.6,473.0,,Teatro,Accesible con silla de ruedas,"9 .,6 .",https://lafanfarria.com/,Comuna Santa Cruz Teatros,316 4568732 ,"Cra. 84 #42C-54, Simón Bolívar, Medellín, La América, Medellín, Antioquia",6.2490688,-75.6048869
240,Jardin Infantil Buen Comienzo Aranjuez,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",5.0,1.0,,Escuela,Accesible con silla de ruedas,,,Comuna Santa Cruz Jardines,324 2581488 ,"a 96-88, Cra. 45a #96-2, Medellín, Antioquia",6.2882794,-75.5524539
241,Jardín Infantil Pequeños Soñadores,"Reseñas
5
4
3
2
1
5,0
4 reseñas
  
Escribir una reseña
  

Ordenar",5.0,4.0,,Guardería,,,,Comuna Santa Cruz Jardines,,"Cl. 77 #327, Versalles, Medellín, Manrique, Medellín, Antioquia",6.2689249,-75.5449588
242,CI EXPLORADORES DE SUEÑOS VILLA DEL SOCORRO,,,,,Jardín de infancia,,,,Comuna Santa Cruz Jardines,,"Cra. 48 #104-011, Moscu I, Medellín, Santa Cruz, Medellín, Antioquia",6.294258,-75.553478
243,Jardin infantil buen comienzo,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",5.0,3.0,,Jardín de infancia,Accesible con silla de ruedas,,,Comuna Santa Cruz Jardines,42339143 ,"Cl. 82a #81F-34, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.276511,-75.5647421
244,CI FAN LUCILA JARAMILLO,,,,,Jardín de infancia,,,,Comuna Santa Cruz Jardines,,"Villa Niza, Santa Cruz, Medellín, Antioquia",6.2950125,-75.5569668
245,Jardín Infantil de Moravia Mamá Chila,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.7,3.0,,Guardería,Accesible con silla de ruedas,,,Comuna Santa Cruz Jardines,317 7236278 ,"Cra. 57 #68, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2795445,-75.5657752
246,CI LA AVENTURA DE CRECER,,,,,Jardín de infancia,,,,Comuna Santa Cruz Jardines,,"Cra. 49a #107-115, Santa Cruz, Medellín, Santa Cruz, Medellín, Antioquia",6.2983973,-75.5535243
247,Jardín Infantil Buen Comienzo,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",5.0,4.0,,Escuela,Accesible con silla de ruedas,,,Comuna Santa Cruz Jardines,,"a 71b-47, Cra. 33 #71b-1, Medellín, Antioquia",6.2669776,-75.5457332
248,Preescolar Hormiguitas Laboriosas,,,,,Escuela,,,,Comuna Santa Cruz Jardines,,"Cra. 50A #38, Pablovi, Medellín, Santa Cruz, Medellín, Antioquia",6.301627,-75.5539571
249,CI CREADORES DE SUEÑOS,,,,,Jardín de infancia,,,,Comuna Santa Cruz Jardines,,"Cra 49B #107-26, Moscu I, Medellín, Santa Cruz, Medellín, Antioquia",6.297917,-75.5541621
250,Jardín Infantil Buen Comienzo Carpinelo,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.0,7.0,,Escuela,Accesible con silla de ruedas,,,Comuna Santa Cruz Jardines,310 6835799 ,"Cl. 99a #2328, Maria Cano Carambola, Medellín, Popular, Medellín, Antioquia",6.2871975,-75.5383539
251,JARDIN SALAS CUNA GOTA DE LECHE MEDELLIN,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.8,20.0,,Jardín de infancia,Accesible con silla de ruedas,,,Comuna Santa Cruz Jardines,42177224 ,"Cra. 40 #50A-23, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2465412,-75.560263
252,Jardin Infantil El Triangulo,"Reseñas
5
4
3
2
1
4,9
53 reseñas
  
Escribir una reseña
  

Ordenar
Todas
feliz
12
calidad
5
responsables
5
triángulo
4
mi hija
3
bendición
3
divertirse
2
formación
2
metodología
2
institución
2",4.9,53.0,,Guardería,,,,Comuna Santa Cruz Jardines,313 7076486 ,"Cl. 55 #41-66, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2502065,-75.5601238
253,Centro Infantil Buen Comienzo Brisas del Jardin,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",1.0,2.0,,Escuela,Accesible con silla de ruedas,,,Comuna Santa Cruz Jardines,,"Cl. 81 #31a-72, Oriente, Medellín, Manrique, Medellín, Antioquia",6.2716693,-75.5452317
254,ZÉLEBRE Azotea (Manrique) - Antes 360 Azotea (manrique),"Información  Acogedor restobar en azotea. Sirven comida internacional para picar y cocteles.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Aspectos destacados

Asientos en la terraza

Deportes

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Aperitivos

Bebidas en hora feliz

Bebidas fuertes

Café

Cerveza

Cócteles

Comida

Comida en el bar

Comidas durante la madrugada

Platos vegetarianos

Vino
    Opciones del local

Almuerzo

Cena

Servicio de catering

Servicio en el mostrador

Postres

Espacio con asientos
    Servicios

Sanitario

Tiene bar
    Ambiente

Agradable

Informal
    Público usual

Grupos

Recomendable para ir en familia
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de crédito

Tarjetas de débito
    Menores

Ideal para ir con niños

Menú para niños

Sillas altas
    Mascotas

Se permiten perros",4.5,3938.0,$$,Bar restaurante,Accesible con silla de ruedas,"3 pm.,6 .",http://zelebreazotea.com/,Comuna Manrique Restaurantes,,"Cra. 45 #69-41 piso 5, Aranjuez, ascensor, Medellín, Aranjuez, Medellín, Antioquia",6.2649746,-75.5555568
255,El Veguetazo,"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Retiros en la puerta

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos

Comidas durante la madrugada
    Opciones del local

Cena
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.5,67.0,$ 10.000-20.000,Restaurante,,"6 pm.,6 .",,Comuna Manrique Restaurantes,322 6354221 ,"Cra. 39, Manrique Oriental, Medellín, Manrique, Medellín, Antioquia",6.2672721,-75.5495537
256,MagnoTerraza- Bar-Restaurante,"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Aspectos destacados

Buenos cócteles

Música en vivo
    Qué ofrece

Alcohol

Aperitivos

Bebidas fuertes

Cerveza

Cócteles

Comidas durante la madrugada

Vino
    Opciones del local

Almuerzo

Cena

Postres

Espacio con asientos
    Servicios

Sanitario

Tiene bar
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se requieren reservas

Se aceptan reservas
    Pagos

Tarjetas de crédito",4.3,99.0,,Restaurante,,"6 pm.,6 .",https://instagram.com/magno_terrazabar?igshid=YmMyMTA2M2Y=,Comuna Manrique Restaurantes,311 8547801 ,"Cl. 71 #44-113, Manrique Central II, Medellín, Manrique, Medellín, Antioquia",6.2661896,-75.5548356
257,Burgerlandia,"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos

Comidas durante la madrugada
    Opciones del local

Almuerzo

Cena

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Menores

Ideal para ir con niños

Menú para niños

Sillas altas",4.6,387.0,$ 20.000-30.000,Restaurante,No accesible con silla de ruedas,"6 pm.,6 .",,Comuna Manrique Restaurantes,44447924 ,"Cra. 36 #69-99, Manrique Oriental, Medellín, Manrique, Medellín, Antioquia",6.2645184,-75.548003
258,Sazón al Carbón,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Bebidas fuertes

Café

Cerveza

Comidas durante la madrugada
    Opciones del local

Desayuno-almuerzo

Almuerzo

Cena

Postres

Espacio con asientos
    Servicios

Sanitario

Tiene bar
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC
    Menores

Ideal para ir con niños
    Estacionamiento

Hay suficiente espacio

Estacionamiento gratuito en la calle
    Mascotas

Se permiten perros",4.6,150.0,,Restaurante,Accesible con silla de ruedas,"12 pm.,6 .",,Comuna Manrique Restaurantes,311 3143759 ,"Cra. 44 #78-70, Campo Valdes II, Medellín, Manrique, Medellín, Antioquia",6.2716365,-75.5531701
259,EN BOCA DE TODOS,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Cerveza
    Opciones del local

Cena
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.6,5.0,,Restaurante,,"6 pm.,12 .",,Comuna Manrique Restaurantes,,"Cra. 45 #70a-8, Manrique Central II, Medellín, Manrique, Medellín, Antioquia",6.2658277,-75.5550747
260,Rodeo the grill,"Información  Opciones de servicio

Retiros en la puerta

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos
    Opciones del local

Almuerzo

Cena
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.3,4.0,,Restaurante,,"12 .,12 pm.",,Comuna Manrique Restaurantes,312 2876808 ,"Cra. 45 #70-22, Manrique Central II, Medellín, Manrique, Medellín, Antioquia",6.2653745,-75.555121
261,El Chori,"Información  Opciones de servicio

Para llevar

Consumo en el lugar
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.6,13.0,,Restaurante,,,,Comuna Manrique Restaurantes,,"Cl. 71 #39-15, Manrique Oriental, Medellín, Manrique, Medellín, Antioquia",6.2657708,-75.5501018
262,Restaurante La Reina,"Información  Opciones de servicio

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Café
    Opciones del local

Desayunos

Almuerzo

Cena

Postres
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.5,52.0,$,Restaurante,,"6 .,6 pm.",,Comuna Manrique Restaurantes,42130515 ,"Cra. 36 #89 05, San Pablo, Medellín, Manrique, Medellín, Antioquia",6.2811047,-75.5458078
263,Comidas Rápidas El Calidoso,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Aspectos destacados

Deportes
    Qué ofrece

Alcohol

Aperitivos

Cerveza

Comidas durante la madrugada
    Opciones del local

Cena

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Menores

Ideal para ir con niños

Menú para niños
    Estacionamiento

Hay suficiente espacio

Estacionamiento gratuito

Estacionamiento gratuito en la calle",4.5,752.0,$ 10.000-30.000,Restaurante colombiano,Accesible con silla de ruedas,"6 pm.,6 .",,Comuna Manrique Restaurantes,304 6293420 ,"Cl. 67 #45 91, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2630996,-75.5563371
264,APARTA SUITES TORRE DE PRADO,"Información  
Wi-Fi gratis

Desayuno

Estacionamiento pago

Accesible

Piscina

Aire acondicionado

Se permiten mascotas

Restaurante

Cocina en todas las habitaciones

Transporte desde/hacia el aeropuerto

Gimnasio

Libre de humo
 ",4.5,17.0,,,,,https://wa.me/message/I5CDC325A6GEI1,Comuna Manrique Hoteles,300 6054141 ,"Cra. 47 #64 41, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2598429,-75.5591076
