,name,desc,score,c_score,price,category,accessibility,schedule,web,search_parameters,phone,address,lat,lon,bayesian_mean,Comuna
481,Jardín Botánico de Medellín,"Información  Jardín botánico con variedad de especies vegetales, exhibiciones educativas y un mariposario.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Actividades

Senderismo
    Servicios

Sanitario

Sanitario público
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero
    Menores

Actividades para niños

Es recomendable para cumpleaños infantiles

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Se permiten perros",4.7,41762.0,,Jardín botánico,Accesible con silla de ruedas,,http://www.botanicomedellin.org/,Comuna Aranjuez Jardines,(604) 4445500 ,"Cl. 73 #51d-14, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2704739,-75.5635646,4.6998324236330555,Aranjuez
487,Jardín de Cactus,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.9,12.0,,Jardín,Accesible con silla de ruedas,"6 .,9 pm.",,Comuna Aranjuez Jardines,,"Observatorio de Bosques de Antioquia, Cl. 73 #51d 14, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.270189,-75.5630177,4.490909090909091,Aranjuez
488,Orquideorama Jardín Botánico,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Actividades

Senderismo
    Servicios

Sanitario público
    Menores

Es recomendable para cumpleaños infantiles

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Se permiten perros",4.8,6636.0,,Jardín botánico,Accesible con silla de ruedas,"9 .,6 pm.",http://www.botanicomedellin.org/,Comuna Aranjuez Jardines,44445500 ,"Cl. 41 #40A-26, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2708781,-75.5641168,4.79879626843214,Aranjuez
490,La Casa de las Mariposas,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños",4.5,182.0,,Jardín botánico,Accesible con silla de ruedas,,,Comuna Aranjuez Jardines,44445500 ,"Cra. 51 #76-11, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2702976,-75.5649291,4.473958333333333,Aranjuez
493,"Restaurante ""Los Asados y México Lindo Medellín""","Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Aspectos destacados

Deportes
    Qué ofrece

Alcohol

Aperitivos

Bebidas fuertes

Café

Cerveza
    Opciones del local

Desayunos

Desayuno-almuerzo

Almuerzo

Cena

Postres

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Menores

Ideal para ir con niños

Menú para niños

Sillas altas",4.3,1447.0,$ 30.000-40.000,Restaurante,Accesible con silla de ruedas,"12 pm.,6 .",https://restaurantelosasadosycomidamexicana.com/,Comuna Castilla Restaurantes,311 6907012 ,"Cra 68 #94-115, Castilla, Medellín, Castilla, Medellín, Antioquia",6.2895987,-75.572628,4.297940974605353,Castilla
494,Restaurante Bianchas,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos
    Opciones del local

Almuerzo

Cena
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.3,364.0,$ 20.000-30.000,Restaurante,,,http://restaurantebianchas.com.co/,Comuna Castilla Restaurantes,301 7868291 ,"Cl. 96 #67 – 28, Castilla, Medellín, Castilla, Medellín, Antioquia",6.2911,-75.5716431,4.2919786096256685,Castilla
495,Hijole Guadalupe,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Retiros en la puerta

Entrega sin contacto

Entrega a domicilio

Pedidos desde el automóvil

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Cerveza

Comidas durante la madrugada
    Opciones del local

Almuerzo

Cena

Postres

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de crédito
    Menores

Ideal para ir con niños

Sillas altas",4.4,338.0,$ 20.000-30.000,Restaurante,Accesible con silla de ruedas,"6 pm.,6 .",,Comuna Castilla Restaurantes,310 6879207 ,"Cra 68 #93-115, Castilla, Medellín, Castilla, Medellín, Antioquia",6.2884882,-75.5730405,4.388505747126437,Castilla
496,Tolucho,"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos

Comidas durante la madrugada
    Opciones del local

Almuerzo

Cena

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños

Menú para niños",4.4,390.0,$ 20.000-30.000,Restaurante,,"12 pm.,6 .",,Comuna Castilla Restaurantes,42375764 ,"Cra 68 #94-64, Castilla, Medellín, Castilla, Medellín, Antioquia",6.2892081,-75.5725847,4.390000000000001,Castilla
497,Restaurante Parrilla Bar la 68,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos
    Opciones del local

Desayuno-almuerzo

Almuerzo
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.6,16.0,,Restaurante,,"6 .,12 .",,Comuna Castilla Restaurantes,300 1147459 ,"Cra 68 #N° 97 - 33, Castilla, Medellín, Castilla, Medellín, Antioquia",6.2926251,-75.5716873,4.369230769230769,Castilla
500,Hotel castillo,"Reseñas
5
4
3
2
1
3,9
44 reseñas
  
Escribir una reseña
  

Ordenar
Todas
número
3",3.9,44.0,,,,,,Comuna Castilla Hoteles,,"a 96-157, Cra 67 #96-1, Medellín, Antioquia",6.2917862,-75.5714613,3.9185185185185185,Castilla
501,Gran Caribe Hotel,"Información  
Wi-Fi gratis

Desayuno incluido

Estacionamiento gratuito

Piscina

Gimnasio
 ",3.8,430.0,,,,,https://www.booking.com/hotel/co/caribe-medellan.es.html,Comuna Castilla Hoteles,(604) 4299811 ,"Cl. 74 #64B-32, Medellín, Castilla, Medellín, Antioquia",6.2726046,-75.57278,3.8045454545454547,Castilla
503,HOTEL INN CARIBE,"Información  
Wi-Fi gratis

Desayuno

Estacionamiento gratuito

Accesible

Piscina

Aire acondicionado

Apto para niños

Transporte desde/hacia el aeropuerto

Gimnasio
 ",4.2,100.0,,,,,https://in-travel.co/st_hotel/hotel-inn-caribe/,Comuna Castilla Hoteles,316 4662015 ,"Cl. 75a #64a-68, Medellín, Castilla, Medellín, Antioquia",6.2738709,-75.5716485,4.181818181818182,Castilla
504,Hotel Unico,"Reseñas
5
4
3
2
1
4,0
75 reseñas
  
Escribir una reseña
  

Ordenar
Todas
precio
3",4.0,75.0,,,,,,Comuna Castilla Hoteles,44480447 ,"Cra. 64B #74-13, Medellín, Castilla, Medellín, Antioquia",6.2725588,-75.5724764,4.0,Castilla
506,CAMPO VALDES PARK HOSTEL,"Información  
Wi-Fi gratis

Desayuno incluido

Estacionamiento gratuito

Piscina

Cocina en algunas habitaciones

Transporte desde/hacia el aeropuerto

Gimnasio
 ",4.4,105.0,,,,,,Comuna Castilla Hoteles,300 7768944 ,"Cra. 49 #77-87, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2716625,-75.5584047,4.365217391304348,Castilla
507,Casa Hostel Alegría,"Información  
Wi-Fi gratis

Desayuno incluido

Piscina

Se permiten mascotas

Gimnasio

Libre de humo
 ",4.9,329.0,,,,,,Comuna Castilla Hoteles,323 4645909 ,"Cl. 89 #67 160 Primer piso, Francisco Zea, Medellín, Castilla, Medellín, Antioquia",6.2823749,-75.5747169,4.873451327433629,Castilla
508,Parque Juanes de la Paz,"Información  Parque en una colina con canchas de tenis, pistas para correr, un parque infantil y vistas de la ciudad.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Actividades

Senderismo
    Servicios

Área para patinetas

Cancha de básquetbol

Columpios

Sanitario público

Tiene cancha de tenis
    Menores

Área de juegos

Es recomendable para cumpleaños infantiles

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Parque para perros

Se permiten perros",4.5,9848.0,,Parque,Accesible con silla de ruedas,"9 .,9 pm.",http://www.inder.gov.co/,Comuna Castilla Parques,313 7146856 ,"Cra. 65 #96A-10, Castilla, Medellín, Castilla, Medellín, Antioquia",6.290363,-75.5694676,4.499492797727734,Castilla
509,Parque de las banderas,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Área para patinetas

Cancha de básquetbol
    Menores

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.5,153.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna Castilla Parques,,"Cl. 96a #63c-1, Tricentenario, Medellín, Castilla, Medellín, Antioquia",6.290884,-75.566632,4.469325153374233,Castilla
510,Parque público,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.3,53.0,,Parque,Accesible con silla de ruedas,"6 .,9 .",,Comuna Castilla Parques,,"Cra. 66A, Francisco Zea, Medellín, Castilla, Medellín, Antioquia",6.2841325,-75.5726847,4.252380952380952,Castilla
511,Parque del Viento.,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.3,242.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna Castilla Parques,,"Cl. 103e #S/N, Girardot, Medellín, Castilla, Medellín, Antioquia",6.2992126,-75.5662916,4.288095238095238,Castilla
512,Parque,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.4,66.0,,Parque,Accesible con silla de ruedas,"6 .,9 .",,Comuna Castilla Parques,,"Cra. 65 #101, Girardot, Medellín, Castilla, Medellín, Antioquia",6.2967777,-75.5679452,4.347368421052632,Castilla
514,Tolucho,"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos

Comidas durante la madrugada
    Opciones del local

Almuerzo

Cena

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños

Menú para niños",4.4,390.0,$ 20.000-30.000,Restaurante,,"12 pm.,6 .",,Comuna Castilla Comida rápida,42375764 ,"Cra 68 #94-64, Castilla, Medellín, Castilla, Medellín, Antioquia",6.2892081,-75.5725847,4.390000000000001,Castilla
515,Juancho Alitas,"Información  Opciones de servicio

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos
    Opciones del local

Cena
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños

Menú para niños",4.2,129.0,,Restaurante,,"12 pm.,6 .",,Comuna Castilla Comida rápida,,"Cra 68 #94-87, Castilla, Medellín, Castilla, Medellín, Antioquia",6.2893041,-75.5727563,4.185611510791367,Castilla
518,Fundación Casa Museo Maestro Pedro Nel Gómez,"Información  Casa convertida en museo de un artista icónico, llena de murales y otras obras, que ofrece visitas guiadas.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario

Restaurante
    Menores

Ideal para ir con niños",4.7,1024.0,,Museo de arte,Accesible con silla de ruedas,,http://museopedronelgomez.org/,Comuna Castilla Museos,44442633 ,"Cra 51 B #8524, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2784939,-75.562388,4.693230174081238,Castilla
519,Museo de Geociencias,"Reseñas
5
4
3
2
1
4,8
240 reseñas
  
Escribir una reseña
  

Ordenar
Todas
rocas
12
aprender
11
universidad
2",4.8,240.0,,Museo,,,https://minas.medellin.unal.edu.co/museos/geociencias/,Comuna Castilla Museos,(604) 4255129 ,"Av. 80 #65224, Villa Flora, Medellín, Robledo, Medellín, Antioquia",6.2747332,-75.590945,4.768,Castilla
520,Biblioteca comunitaria José Echavarria y Alejandro Rivera,"Información  Servicios

Sanitario

Restaurante
    Menores

Ideal para ir con niños",4.4,12.0,,Museo,,,,Comuna Castilla Museos,,"#64a- a 64a-, Cl. 103d #6764, Doce de Octubre 2, Medellín, Antioquia",6.2972023,-75.5657018,4.218181818181819,Castilla
521,Museo de Mineralogía,"Información  Accesibilidad

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario

Restaurante
    Menores

Ideal para ir con niños",4.8,55.0,,Museo de ciencias,,,,Comuna Castilla Museos,,"Av. 80 #49A-19, Laureles - Estadio, Medellín, Robledo, Medellín, Antioquia",6.2748605,-75.5917027,4.676923076923077,Castilla
522,Museo de Antioquia,"Información  Muestra de arte histórico con artistas nacionales como Fernando Botero y Pedro Nel Gómez y más.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Servicios

Restaurante

Sanitario
    Menores

Ideal para ir con niños
    Estacionamiento

Estacionamiento pagado

Garage de estacionamiento pagado",4.7,8361.0,,Museo de arte,Accesible con silla de ruedas,"12 pm.,6 pm.",https://museodeantioquia.co/,Comuna Castilla Museos,(604) 2513636 ,"Cl. 52 #52-43, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2524227,-75.5691311,4.699163779715685,Castilla
523,Parque Norte Medellín,"Información  Parque temático apto para familias con montaña rusa y otras atracciones, área de juegos, lago y restaurantes.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero
    Planificación

Se recomienda comprar las entradas con anticipación
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Menores

Es recomendable para cumpleaños infantiles",4.5,26053.0,,Recinto ferial,Accesible con silla de ruedas,,https://parquenorte.gov.co/,Comuna Castilla Parques temático,(604) 3401210 ,"Cra. 53 #76-115, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.272007,-75.5660801,4.4998081571576565,Castilla
